EmissionsSource;Area;EmissionsType_code;EmissionsType;EmissionsProcess_code;EmissionsProcess;Year;Unit;Emissions_gigagrams_per_year;Emissions_ton_per_year;Description
Agriculture Total;Austria;7231;Emissions (CO2eq);5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);5067;Burning - Savanna;2012;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);5067;Burning - Savanna;2013;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);5067;Burning - Savanna;2014;gigagrams;0.0014;1.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);5067;Burning - Savanna;2014;gigagrams;0.0688;68.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2014;gigagrams;0.0297;29.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2014;gigagrams;0.0391;39.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);5067;Burning - Savanna;2014;gigagrams;0.0001;0.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);5067;Burning - Savanna;2015;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);5067;Burning - Savanna;2015;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2015;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2015;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);5067;Burning - Savanna;2015;gigagrams;0;0;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);5067;Burning - Savanna;2016;gigagrams;0.0007;0.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);5067;Burning - Savanna;2016;gigagrams;0.0347;34.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2016;gigagrams;0.0148;14.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2016;gigagrams;0.0198;19.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);5067;Burning - Savanna;2016;gigagrams;0.0001;0.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);5067;Burning - Savanna;2017;gigagrams;0.0008;0.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);5067;Burning - Savanna;2017;gigagrams;0.0409;40.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2017;gigagrams;0.0176;17.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2017;gigagrams;0.0233;23.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);5067;Burning - Savanna;2017;gigagrams;0.0001;0.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);1711;Agriculture total;2012;gigagrams;194.8366;194836.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1711;Agriculture total;2012;gigagrams;6741.6074;6741607.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2012;gigagrams;4091.5677;4091567.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2012;gigagrams;2650.0397;2650039.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);1711;Agriculture total;2012;gigagrams;8.5485;8548.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);1711;Agriculture total;2013;gigagrams;193.2124;193212.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1711;Agriculture total;2013;gigagrams;6708.7935;6708793.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2013;gigagrams;4057.4596;4057459.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2013;gigagrams;2651.334;2651334;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);1711;Agriculture total;2013;gigagrams;8.5527;8552.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);1711;Agriculture total;2014;gigagrams;193.3564;193356.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1711;Agriculture total;2014;gigagrams;6812.0306;6812030.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2014;gigagrams;4060.4838;4060483.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2014;gigagrams;2751.5468;2751546.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);1711;Agriculture total;2014;gigagrams;8.876;8876;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);1711;Agriculture total;2015;gigagrams;193.4987;193498.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1711;Agriculture total;2015;gigagrams;6805.1021;6805102.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2015;gigagrams;4063.473;4063473;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2015;gigagrams;2741.6291;2741629.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);1711;Agriculture total;2015;gigagrams;8.844;8844;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);1711;Agriculture total;2016;gigagrams;193.1572;193157.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1711;Agriculture total;2016;gigagrams;6824.9415;6824941.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2016;gigagrams;4056.3017;4056301.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2016;gigagrams;2768.6398;2768639.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);1711;Agriculture total;2016;gigagrams;8.9311;8931.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7225;Emissions (CH4);1711;Agriculture total;2017;gigagrams;193.1893;193189.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1711;Agriculture total;2017;gigagrams;6755.9124;6755912.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2017;gigagrams;4056.976;4056976;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2017;gigagrams;2698.9364;2698936.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7230;Emissions (N2O);1711;Agriculture total;2017;gigagrams;8.7062;8706.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1709;Agricultural Soils;2012;gigagrams;2185.6177;2185617.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2012;gigagrams;2185.6177;2185617.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1709;Agricultural Soils;2013;gigagrams;2190.2107;2190210.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2013;gigagrams;2190.2107;2190210.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1709;Agricultural Soils;2014;gigagrams;2290.6028;2290602.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2014;gigagrams;2290.6028;2290602.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1709;Agricultural Soils;2015;gigagrams;2280.8138;2280813.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2015;gigagrams;2280.8138;2280813.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1709;Agricultural Soils;2016;gigagrams;2308.4197;2308419.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2016;gigagrams;2308.4197;2308419.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7231;Emissions (CO2eq);1709;Agricultural Soils;2017;gigagrams;2239.2317;2239231.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Austria;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2017;gigagrams;2239.2317;2239231.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Bosnia and Herzegovina;7225;Emissions (CH4);5058;Enteric Fermentation;2012;gigagrams;49.8663;49866.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Bosnia and Herzegovina;7231;Emissions (CO2eq);5058;Enteric Fermentation;2012;gigagrams;1047.192;1047192;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Bosnia and Herzegovina;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2012;gigagrams;1047.192;1047192;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Bosnia and Herzegovina;7225;Emissions (CH4);5058;Enteric Fermentation;2013;gigagrams;50.1472;50147.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Bosnia and Herzegovina;7231;Emissions (CO2eq);5058;Enteric Fermentation;2013;gigagrams;1053.0904;1053090.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Bosnia and Herzegovina;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2013;gigagrams;1053.0904;1053090.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Bosnia and Herzegovina;7225;Emissions (CH4);5058;Enteric Fermentation;2014;gigagrams;49.7635;49763.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Bosnia and Herzegovina;7231;Emissions (CO2eq);5058;Enteric Fermentation;2014;gigagrams;1045.0331;1045033.1;Aggregate, may include official, semi-official, estimated or calculated data
