Animals;Animal_description;Unit;NUTS2;THS_HD_2007;THS_HD_2008;THS_HD_2009;THS_HD_2010;THS_HD_2011;THS_HD_2012;THS_HD_2013;THS_HD_2014;THS_HD_2015;THS_HD_2016;THS_HD_2017;THS_HD_2018;data_quality_2007;data_quality_2008;data_quality_2009;data_quality_2010;data_quality_2011;data_quality_2012;data_quality_2013;data_quality_2014;data_quality_2015;data_quality_2016;data_quality_2017;data_quality_2018
A3100;pigs;THS_HD;ES13;2;3.8;3.9;2.1;2.03;1.82;2.26;2.14;2.4;2.33;1.27;1.32;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES13;100.6;NaN;121.4;74.4;61.42;61.4;52.52;45.37;64.97;58.05;63.91;46.42;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES13;23.7;NaN;32;23.8;21.51;22.91;22.73;21.41;30.8;25.46;27.77;23.59;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES21;158.3;155.4;151.8;150.4;145.87;139.86;138.25;144.94;135.57;136.51;137.34;134.61;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES21;27.5;26;26.1;23.9;22.64;20.83;20.39;20.56;19.97;19.75;19.33;18.67;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES21;31.8;32.4;28.6;18.8;17.45;19.57;21.29;24.8;27.12;32.35;34.9;35.77;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES21;344.6;NaN;333.3;324.2;308.13;294.75;274.49;263.8;259.45;253.66;239.27;229.8;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES21;28.5;NaN;27.3;26.5;30.28;29.81;28.1;28.02;26.41;28.73;27.44;26.7;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES22;109.9;111.8;107.5;111.5;111.4;110.36;110.43;111.73;116.22;115.74;122.29;122.57;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES22;20.7;21.7;21.8;21.5;23.2;23.95;24.02;24.79;25.32;22.12;24.31;24.99;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES22;508.7;559.5;547.3;658.4;478.78;469.76;476.74;546.36;528.76;647.1;650.25;610.9;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES22;744.1;NaN;630;646.8;562.4;551.75;542.32;527.89;516.47;508.14;498.12;480.25;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES22;12.2;NaN;10.4;11.1;10.86;12.44;12.44;12.71;12.97;12.99;13.01;12.95;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES23;37.7;41.6;35.1;36.8;40.25;38.56;38.26;39.05;41.58;41.29;45.19;45.42;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES23;1.8;1.6;1.7;1.8;1.8;1.84;2.05;2.11;2.01;2.2;2.09;2.44;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES23;124.3;135.8;112.1;105.7;91.33;88;86.34;94.14;92.36;97.39;112.41;122.79;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES23;134.5;NaN;134.1;127.3;121.95;111.43;110.95;117.9;113.49;116.2;116.62;111.87;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES23;9.3;NaN;11.1;10.7;12.84;11.54;12.44;11.88;13.55;14.73;14.26;12.75;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES24;346.5;267.7;273.6;284;297.69;278.3;301.33;309.76;331.76;345.83;371.38;384.31;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES24;10.8;12.6;12.3;12.8;13.25;13.2;14.02;14.68;14.79;15.49;15.42;16.17;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES24;5116.9;5432.1;5516.2;5580;5474.6;5945.09;6083.72;6316.47;6904.2;7047.77;7762.83;8073.14;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES24;2591.5;NaN;2092.8;2052.4;2004.56;1902.17;1833.23;1807.29;1753.69;1736.4;1719.92;1670.79;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES24;58.4;NaN;64.8;57.2;63.91;60.94;57.46;61.11;57.15;56.31;55.73;54.92;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES30;102.5;90.7;112.2;106.7;92.33;90.46;87.89;91.02;91.67;93.43;93.72;101.22;;;provisional;;;;;;;;provisional;provisional
A2300F;dairy cows;THS_HD;ES30;7.3;7;5.8;7.4;7.59;7.01;6.44;6.64;6.48;6.01;5.91;7.15;;;provisional;;;;;;;;provisional;provisional
A3100;pigs;THS_HD;ES30;45.5;29.2;23;18.4;14.05;15.29;14.64;16.59;22.9;18.48;17.21;17.73;;;provisional;;;;;;;;provisional;provisional
A4100;sheep;THS_HD;ES30;103.4;NaN;104.3;91.8;101.31;98.76;101.2;100.96;101.06;105.63;100;108.92;;;provisional;;;;;;;;provisional;provisional
A4200;goats;THS_HD;ES30;15.6;NaN;21.5;17;25.31;25.49;25.72;30.46;32.1;33.6;35.15;36.47;;;provisional;;;;;;;;provisional;provisional
A2000;bovine animals;THS_HD;ES41;1343.2;1213.9;1200;1266;1250.05;1255.24;1238.13;1282.29;1337.99;1372.58;1414.6;1422.68;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES41;106.4;100.6;91.5;97;99.09;99.81;98.98;95.73;95.49;91.68;94.07;93.15;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES41;3499.4;3656.6;3662.3;3450;3606.62;3352;3307.43;3543.94;3694.27;3894.52;4007.87;4120.75;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES41;4398.4;NaN;3886.7;3573.5;3278.62;3259.19;3112.11;3065.2;3056.05;3048.03;3020.95;2900.87;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES41;166.9;NaN;158.2;166.6;145.81;127.22;138.74;138.68;142.5;152.61;153.59;151.73;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES42;440.9;456.6;461.7;360.1;353.65;350.01;354.47;360.55;397.79;425.93;460.35;470.16;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES42;24.5;26.5;41.6;30.1;25.22;24.34;24.45;23.34;25.4;24.68;25.74;25.23;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES42;1850.1;1395.4;1433.2;1582.2;1510.17;1281.22;1249.84;1289.75;1559.68;1670.01;1624.02;1733.43;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES42;3546.9;NaN;3282.6;2936.3;2659.18;2576.95;2555.75;2298.81;2466.98;2296.48;2300.8;2382.41;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES42;314.9;NaN;457.6;430.1;415.02;417.51;413.3;427.2;470.41;614.88;594.15;435.49;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES43;814.2;847.8;705.7;803.5;787.24;736.88;727.98;782.88;807.52;833.25;850.43;842.26;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES43;4.9;4.7;4.8;4;3.81;3.72;3.34;3.33;4.01;3.66;3.51;3.44;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES43;1701.4;1300.8;1069.4;1349.9;1102.48;1038.92;897.83;928.73;1378.15;1438.09;1158.19;1280.61;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES43;4214.1;NaN;3739;3809.4;3511.75;3198.02;3197.03;3041.33;3452.61;3499.41;3682.61;3673.15;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES43;293.2;NaN;252;287;275.61;253.72;251.61;261.56;282.98;298.36;306.51;284.41;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES51;589.8;479;551.7;555.8;552.35;562.48;563.86;586.42;604.24;620.18;643.25;664.83;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES51;75.3;73.1;69.7;66.9;74.55;73.37;73.3;74.86;76.65;75.8;76.02;75.01;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES51;6304.2;6648.3;6636;6722.7;6991.54;6840.97;6627.11;7457.22;7699.75;7616.97;7754.3;7778.9;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES51;811.6;NaN;643;638.8;607.89;610.47;548.82;533.6;530.79;533.29;514.1;524.33;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES51;81.7;NaN;79.1;91;74.69;75.9;76.11;65.86;70.49;71.52;72.32;74.75;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES52;59;52.1;55.1;54.1;48.67;49.06;50.66;45.51;54.36;55.44;54.87;58.47;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES52;4.7;4.5;4.1;4;4.3;5.02;5;6.03;6.77;6.93;7.1;7.5;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES52;1157.2;1103.2;1152.2;1168.8;1071.86;1020.13;942.58;1073.53;1107.82;1142.76;1161.86;1134.93;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES52;432.3;NaN;388.4;365.2;360.72;336.45;335.6;300.32;295.53;300.65;295.53;288.23;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES52;86.2;NaN;95.9;81.9;75.61;72.45;72.62;73.17;75.73;74.93;76.51;78.71;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES53;34;25.8;26.2;26.8;32.05;29.17;26.63;28.84;25.4;26.89;27.59;27.19;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES53;12.8;12.7;12.4;12.4;12.37;13.12;11.14;11.19;10.75;10.78;10.32;10.1;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES53;73.7;69.2;75.7;70.3;55.92;61.8;63.7;52.91;56.88;48.43;51.34;53.03;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES53;396;NaN;325.5;341.5;328.97;327.96;322.93;307.51;303.78;298.6;289.97;285.66;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES53;24.7;NaN;29.1;14.2;14.7;14.66;14.52;13.29;14.34;15;14.27;14.13;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES61;700.3;510.7;598.2;605.1;534.36;509;493.75;540.98;517.72;519.97;529.53;533.32;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES61;70;58.4;45.3;62.6;55.83;53.97;52.34;55.2;56.36;57.29;58.77;60.85;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES61;2756.4;2427.4;2113.9;2119.5;2273.52;2036.33;1763.18;2247.71;2401.99;2563.27;2611.68;2624.66;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES61;3274.9;NaN;2822.5;2670.8;2212.59;2131.43;2223.55;2158.07;2254.53;2322.29;2215.23;2213.92;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES61;1131.6;NaN;1049;1072.5;961.41;941.43;946.11;984.72;1059.26;1113.71;1105.88;1029.65;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES62;78.8;60.2;57.1;67.9;57.35;63.58;66.41;67.04;70.16;77.45;79.75;84.94;;;provisional;;;;;;;;;provisional
A2300F;dairy cows;THS_HD;ES62;6;6.8;5.9;6.6;8.12;7.21;7.75;7.68;7.87;7.58;8.6;8.42;;;provisional;;;;;;;;;provisional
A3100;pigs;THS_HD;ES62;1979.4;2084.8;1739.5;1749.9;1791.19;1949.26;1998.39;1762.93;1744.86;1862.52;1870.13;1962.65;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES62;643.3;NaN;668.1;527.9;525.38;523.22;605.42;545.48;577.04;607.32;594.2;619.8;;;provisional;;;;;;;;;provisional
A4200;goats;THS_HD;ES62;201;NaN;220.3;203.2;169.92;180.13;213.09;191.59;209.35;209;214.71;221.89;;;provisional;;;;;;;;;provisional
A2000;bovine animals;THS_HD;ES63;NaN;NaN;NaN;0;NaN;0;0;0;0;0;0;0;;;;provisional;;provisional;;;;;;provisional
A2300F;dairy cows;THS_HD;ES63;NaN;NaN;NaN;0;NaN;0;0;0;0;0;0;0;;;;provisional;;provisional;;;;;;provisional
A3100;pigs;THS_HD;ES63;NaN;0;0;0;0;0;0;0;0;0;0;0;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES63;NaN;NaN;NaN;0;NaN;0;NaN;0;0;0;0;0;;;;;;provisional;;;;;;provisional
A4200;goats;THS_HD;ES63;NaN;NaN;NaN;0;NaN;0;NaN;0;0;0;0;0;;;;;;provisional;;;;;;provisional
A2000;bovine animals;THS_HD;ES64;NaN;NaN;NaN;0;NaN;0;0;0;0;0;0;0;;;;provisional;;provisional;;;;;;provisional
A2300F;dairy cows;THS_HD;ES64;NaN;NaN;NaN;0;NaN;0;0;0;0;0;0;0;;;;provisional;;provisional;;;;;;provisional
A3100;pigs;THS_HD;ES64;NaN;0;0;0;0;0;0;0;0;0;0;0;;;provisional;;;;;;;;;provisional
A4100;sheep;THS_HD;ES64;NaN;NaN;NaN;0;NaN;0;NaN;0;0;0;0;0;;;;;;provisional;;;;;;provisional
A4200;goats;THS_HD;ES64;NaN;NaN;NaN;0;NaN;0;NaN;0;0;0;0;0;;;;;;provisional;;;;;;provisional
A2000;bovine animals;THS_HD;ES70;20.3;17.7;17.7;19.9;19.39;18.37;18.13;17.57;19.57;20.39;19.27;20;;;provisional;;;;;;;;provisional;provisional
A2300F;dairy cows;THS_HD;ES70;8;6.1;5.5;6.5;6.03;6.69;6.38;6.35;6.24;6.56;6.6;6.8;;;provisional;;;;;;;;provisional;provisional
A3100;pigs;THS_HD;ES70;70.5;61.1;59.7;73;67.26;61.25;67.1;67.89;49.88;56.27;46.7;43.7;;;provisional;;;;;;;;provisional;provisional
A4100;sheep;THS_HD;ES70;124.9;NaN;76.5;80.3;91.32;100.91;58.45;82.75;56.03;59.05;58.72;48.37;;;provisional;;;;;;;;provisional;provisional
A4200;goats;THS_HD;ES70;363.3;NaN;315.7;333.9;321.65;315.86;250.92;305.59;226.99;280.83;262.92;210.87;;;provisional;;;;;;;;provisional;provisional
A2000;bovine animals;THS_HD;FI19;283.7;285.03;288.03;287.28;286.62;289.09;290.04;293.01;293.7;290.41;288.64;284.88;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FI19;86.5;86.86;85.76;84.47;83.68;83.4;83.71;84.09;84;82.06;80.1;78.43;;;;;;;;;;;;
A3100;pigs;THS_HD;FI19;697.3;697;680.8;667.6;648.2;656.4;664;636.2;645.4;620;570.8;553;;;;;;;;;;;;
A4100;sheep;THS_HD;FI19;25.6;26.26;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FI19;3.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FI1B;23.9;23.1;22.9;22.63;22.34;22.02;22.26;22.56;23.1;22.28;21.5;20.76;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FI1B;8.51;8.56;8.43;8.25;8.18;8.15;8.25;8.12;8.3;7.99;7.86;7.53;;;;;;;;;;;;
A3100;pigs;THS_HD;FI1B;35.4;33.1;31.8;38.5;34.1;28.6;27.2;28.9;35;32.4;26.7;27;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FI1C;124.3;121.61;120.22;121.09;119.18;117.16;117.56;117.29;117.2;113.72;112.07;108.64;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FI1C;39.69;39.4;38.42;38.24;37.69;36.47;36.54;36.49;36.4;35.42;34.95;33.34;;;;;;;;;;;;
A3100;pigs;THS_HD;FI1C;539;518.4;496.9;496.3;482.8;464;446.6;443.6;446.3;433.7;413.8;372;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FI1D;463.5;469.79;469.67;470.54;467;465.26;465.48;466.04;460.5;451.76;443.52;436.97;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FI1D;150.9;151.7;151.46;151.49;150.23;150.08;151.68;152.23;151.4;147.75;145.66;142.45;;;;;;;;;;;;
A3100;pigs;THS_HD;FI1D;154.3;150.5;143.4;137.4;124.6;121.3;120.5;113.8;112.2;110.4;97;89.1;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FI20;7.3;7.33;7.34;7.38;7.55;7.87;8.02;8.5;8.9;9.09;8.78;8.14;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FI20;1.9;1.83;1.76;1.82;1.76;1.78;1.84;1.98;2;2.16;2.08;1.89;;;;;;;;;;;;
A3100;pigs;THS_HD;FI20;0.8;0.4;0.2;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;;;;confidential;confidential;confidential;confidential;confidential;;confidential;confidential;confidential
A4100;sheep;THS_HD;FI20;7.8;8.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR10;30.4;30;30;29;28;29;29;28;29;27;26.58;26.34;;;provisional;provisional;provisional;;;provisional;;;;
A2300F;dairy cows;THS_HD;FR10;6.9;7;7;6;6;7;6;6;6;6;6.06;5.97;;;provisional;provisional;provisional;;;provisional;;;;
A3100;pigs;THS_HD;FR10;13.2;7.85;8;8;8;8;7;7;8;7;7;8;;;provisional;provisional;provisional;;;;provisional;provisional;;
A4100;sheep;THS_HD;FR10;11.5;NaN;9.7;8;12;11.13;11;11;10;10;10.05;10.39;;;;;provisional;;;;;definition differs;;
A4200;goats;THS_HD;FR10;3;NaN;2.5;3;2;2;2;2;2;2;2;2.11;;;;;provisional;;;;;definition differs;;
A2000;bovine animals;THS_HD;FR21;617.1;638.6;628.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR21;106.8;108.4;104.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR21;176.6;161.9;161;NaN;NaN;NaN;NaN;NaN;NaN;211;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR21;145.1;NaN;136;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR21;1.1;NaN;0.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR22;537.9;554;543.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR22;131.2;132.9;128.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR22;165.1;161.28;151;NaN;NaN;NaN;NaN;NaN;NaN;96;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR22;87.6;NaN;95.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR22;0.8;NaN;0.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR23;637.2;645.3;632.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR23;139.2;140.2;135.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR23;153.1;143.97;144;NaN;NaN;NaN;NaN;NaN;NaN;158;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR23;84.9;NaN;72.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR23;2.6;NaN;2.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR24;621.9;641.8;636.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR24;67;67;64.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR24;357.8;359.74;347;NaN;NaN;NaN;NaN;NaN;NaN;350;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR24;254.6;NaN;206.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR24;148.1;NaN;154;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR25;1645.8;1675.1;1658.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR25;450.6;457.3;446.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR25;578;559.97;570;NaN;NaN;NaN;NaN;NaN;NaN;564;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR25;95.4;NaN;80.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR25;6.7;NaN;5.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR26;1319.5;1382.7;1374.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR26;61.8;62.5;60.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR26;175.1;183.09;169;NaN;NaN;NaN;NaN;NaN;NaN;110;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR26;278.4;NaN;240.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR26;34.6;NaN;34.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR30;NaN;NaN;NaN;686.5;681.9;687;701;709;710;694;NaN;NaN;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FR30;NaN;NaN;NaN;180;180.76;182;187;190;190;186;NaN;NaN;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FR30;NaN;NaN;NaN;492;489;494;471;490;506;453;NaN;NaN;;;;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FR30;NaN;NaN;NaN;53;51;49.49;47;47;46;47;NaN;NaN;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FR30;NaN;NaN;NaN;3;2;2;2;2;2;2;NaN;NaN;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FR41;962.6;991.1;975.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR41;194.2;197.2;190.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR41;100.3;88.89;89;NaN;NaN;NaN;NaN;NaN;NaN;94;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR41;260.2;NaN;215.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR41;2.5;NaN;2.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR42;162.4;411.9;167.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR42;45.8;141;44.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR42;100;102.73;101;NaN;NaN;NaN;NaN;NaN;NaN;93;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR42;27.7;NaN;28.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR42;1.7;NaN;1.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR43;591.5;376.4;613.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR43;191;107.5;197.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR43;128.9;125.44;120;NaN;NaN;NaN;NaN;NaN;NaN;100;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR43;77.5;NaN;72.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR43;3.4;NaN;3.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR51;2566.4;2639.4;2627.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR51;506;521.4;509.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR51;1701.2;1742.97;1738;NaN;NaN;NaN;NaN;NaN;NaN;1475;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR51;180.3;NaN;142.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR51;139.5;NaN;157.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR52;1996.6;2082.1;2074.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR52;710.7;734.2;721;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR52;8578.7;8531.24;8396;NaN;NaN;NaN;NaN;NaN;NaN;7203;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR52;91.9;NaN;78.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR52;21.8;NaN;21.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR53;763.2;796.1;795.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR53;102.9;104;100.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR53;389.7;387.58;383;NaN;NaN;NaN;NaN;NaN;NaN;326;NaN;NaN;;;;;;;;;;provisional;;
